FILE,LAT,LON,CITY,COUNTRY
gsv_9565.jpg,45.4247738,-75.6949766,Ottawa,Canada
gsv_2810.jpg,-37.771225,-67.7183304,25 de Mayo,Argentina
gsv_16160.jpg,-37.7660049177381,-67.7172545415667,25 de Mayo,Argentina
gsv_16167.jpg,-35.4496654281098,-60.8830312639475,9 de Julio,Argentina
gsv_5.jpg,57.0337419289765,9.91670773830107,Aalborg,Denmark
gsv_5752.jpg,57.0487539155364,9.91041755900611,Aalborg,Denmark
gsv_12761.jpg,62.6042068921172,25.7264770404986,Äänekoski,Finland
gsv_13267.jpg,47.3203788369588,7.90179677582519,Aarburg,Switzerland
gsv_643.jpg,56.1571897,10.2107167,Aarhus,Denmark
gsv_13207.jpg,51.1342975193198,4.37275714189044,Aartselaar,Belgium
gsv_168.jpg,5.11472549761829,7.36682913765909,Aba,Nigeria
gsv_7849.jpg,6.32488245114667,8.11368803398574,Abakaliki,Nigeria
gsv_2363.jpg,-13.6333825906552,-72.8833279799994,Abancay,Peru
gsv_10162.jpg,-27.7694780505244,30.7912611408006,Abaqulusi Local Municipality,South Africa
gsv_5678.jpg,-8.72083536557865,-39.1150077142659,Abaré,Brazil
gsv_16313.jpg,49.022332182824,-122.293776257662,Abbotsford,Canada
gsv_6133.jpg,49.0502798358917,-122.316654464252,Abbotsford,Canada
gsv_4514.jpg,49.0606135090191,-122.32083856546,Abbotsford,Canada
gsv_5553.jpg,49.0654614141791,-122.340508694425,Abbotsford,Canada
gsv_4668.jpg,51.6489811047034,-3.13515614004998,Abercarn,United Kingdom
gsv_6774.jpg,35.1041227514288,-79.4233431044076,Aberdeen,United States
gsv_17092.jpg,39.5149068602839,-76.1737875546114,Aberdeen,United States
gsv_17967.jpg,5.31710855152989,-4.01873370339578,Abidjan,Côte d’Ivoire
gsv_9540.jpg,40.0933574208343,-75.1060968563196,Abington Township,United States
gsv_9922.jpg,36.6360263,4.2055693,Abudid,Algeria
gsv_16483.jpg,8.90220260986787,7.05619213923372,Abuja,Nigeria
gsv_11030.jpg,9.02427646244751,7.47484154856719,Abuja,Nigeria
gsv_15951.jpg,9.09909621573138,7.48227265030905,Abuja,Nigeria
gsv_9083.jpg,3.98885969824037,-73.7646935936458,Acacías,Colombia
gsv_12276.jpg,-4.95585674337052,-47.4882658633665,Açailândia,Brazil
gsv_17912.jpg,16.5531411564342,-92.8069589690178,Acala,Mexico
gsv_9750.jpg,16.8442319943022,-99.8411821376727,Acapulco,Mexico
gsv_11084.jpg,9.5599213,-69.2034367,Acarigua,Venezuela
gsv_7669.jpg,20.7803874,-102.9101319,Acatic,Mexico
gsv_4873.jpg,20.1769649768845,-98.4411829330667,Acatlán,Mexico
gsv_5830.jpg,5.60374311906613,-0.18711927429442,Accra,Ghana
gsv_11496.jpg,5.64872551352511,-0.209925199492506,Accra,Ghana
gsv_9910.jpg,16.9582146,82.1791812,Achyutapuram,India
gsv_19038.jpg,38.5502998,34.5090839,Acıgöl,Turkey
gsv_11337.jpg,19.6568838116597,-98.8914333232578,Acolman,Mexico
gsv_15877.jpg,-6.09499476773722,-39.4524985242145,Acopiara,Brazil
gsv_3227.jpg,-15.2043698418236,-56.3658309438732,Acorizal,Brazil
gsv_18183.jpg,47.7099760176066,18.0155101456667,Ács,Hungary
gsv_19505.jpg,43.5860743246588,-79.9826905030567,Acton,Canada
gsv_7054.jpg,45.6500484388636,-72.5665212820026,Acton Vale,Canada
gsv_8141.jpg,20.2666681211082,-98.9343239572737,Actopan,Mexico
gsv_2487.jpg,8.5428739,39.2692375,Adama Special Zone,Ethiopia
gsv_3634.jpg,9.0255111,38.7248852,Addis Ababa,Ethiopia
gsv_10079.jpg,31.1293060187176,-83.422368849032,Adel,United States
gsv_3043.jpg,41.6129012926356,-94.0115024707841,Adel,United States
gsv_5020.jpg,-34.6317762466115,138.74352710809,Adelaide,Australia
gsv_13580.jpg,-34.6203288256359,138.729982039304,Adelaide,Australia
gsv_6349.jpg,-13.2380717182641,131.105994563524,Adelaide River,Australia
gsv_1740.jpg,36.5949955,3.7536895,Adila,Algeria
gsv_9061.jpg,19.6653602025682,78.5320725291967,Adilabad,India
gsv_6928.jpg,38.8065852011724,42.7473163252968,Adilcevaz,Turkey
gsv_3557.jpg,37.7671505056707,38.2619518837771,Adıyaman Merkez,Turkey
gsv_6114.jpg,44.133868437678,-79.9289130950135,Adjala–Tosorontio,Canada
gsv_2778.jpg,44.1736649752479,-79.890169030843,Adjala–Tosorontio,Canada
gsv_9721.jpg,7.6173667683931,5.21747281759858,Adó-Èkìtì,Nigeria
gsv_19019.jpg,-34.8072964187655,-58.3989114263017,Adrogué,Argentina
gsv_12343.jpg,-34.8000890560386,-58.3831206985242,Adrogué,Argentina
gsv_3375.jpg,-34.7867828162299,-58.3878027994359,Adrogué,Argentina
gsv_8230.jpg,2.29215955524413,100.079025111232,Aek Nabara,Indonesia
gsv_15773.jpg,38.5294628883474,-90.3142128465122,Affton,United States
gsv_11748.jpg,38.5655601298739,-90.3131472396233,Affton,United States
gsv_12492.jpg,6.11588881775513,1.19210632486142,Aflao,Ghana
gsv_182.jpg,-5.49809244939255,-36.5059065686837,Afonso Bezerra,Brazil
gsv_5730.jpg,-8.50049438934045,-41.0077139577283,Afrânio,Brazil
gsv_3793.jpg,38.2499294740099,36.9167323353385,Afşin,Turkey
gsv_194.jpg,40.050219,47.4496171,Ağcabədi,Azerbaijan
gsv_16962.jpg,11.1636587575793,122.509978161515,Agcalaga,Philippines
gsv_7965.jpg,12.5720146521062,122.24512972675,Agnay,Philippines
gsv_9406.jpg,-5.79899440830659,-42.6689139347601,Agricolândia,Brazil
gsv_18653.jpg,14.4974993,-89.6491848,Agua Blanca,Guatemala
gsv_3712.jpg,-7.51175631015608,-37.6408241240006,Água Branca,Brazil
gsv_7684.jpg,-5.88995966048817,-42.6377877241641,Água Branca,Brazil
gsv_3981.jpg,-20.4468479,-52.8648148,Água Clara,Brazil
gsv_5966.jpg,8.30721713271187,-73.6153056055119,Aguachica,Colombia
gsv_14380.jpg,-22.0603774706156,-46.9735792283275,Aguaí,Brazil
gsv_5601.jpg,-21.9369579,-46.7170916,Águas da Prata,Brazil
gsv_364.jpg,-22.4659539448976,-46.6061289443915,Águas de Lindoia,Brazil
gsv_13172.jpg,-22.8807662373818,-49.2388963828634,Águas de Santa Bárbara,Brazil
gsv_12110.jpg,-27.7017237953914,-48.8156955341594,Águas Mornas,Brazil
gsv_13292.jpg,21.8758945548828,-102.296055687061,Aguascalientes,Mexico
gsv_8906.jpg,22.0919895403535,-102.296345947837,Aguascalientes,Mexico
gsv_9686.jpg,-25.9920933336984,-49.3343759699526,Agudos do Sul,Brazil
gsv_12638.jpg,-18.9836650881117,-40.7396647568512,Águia Branca,Brazil
gsv_6137.jpg,37.511067556434,-4.65017573955074,Aguilar de la Frontera,Spain
gsv_5918.jpg,10.0367471445411,-73.2366808954853,Agustín Codazzi,Colombia
gsv_10268.jpg,38.7542644100738,42.487899006746,Ahlat,Turkey
gsv_13862.jpg,23.8304291,87.6849136,Ahmadpur,India
gsv_18193.jpg,23.8374962206967,87.7147881373314,Ahmadpur,India
gsv_5069.jpg,19.1120345435676,74.7624319722365,Ahmednagar,India
gsv_6387.jpg,40.3029373112086,28.9929293912716,Ahmetbey,Turkey
gsv_4627.jpg,52.0657109021848,9.65390921676824,Ahrenfeld,Germany
gsv_3745.jpg,33.5311502822089,-81.7268691391556,Aiken,United States
