file_path,lat,lon,city,country
Europe/United_Kingdom/United_Kingdom_streetlight_lantern_14169.jpg,54.89556388888889,-0.4611277777777778,Whitby,United Kingdom
Europe/United_Kingdom/United_Kingdom_streetlight_lantern_14170.jpg,54.89500833333333,-0.4611972222222222,Whitby,United Kingdom
Europe/United_Kingdom/United_Kingdom_streetlight_lantern_14171.jpg,54.89458055555556,-0.4597361111111111,Whitby,United Kingdom
WestAsia/Turkey/Turkey_streetlight_lantern_14172.jpg,40.00176388888889,32.519413888888884,Etimesgut,Türkiye
SouthEastAsia/Indonesia/Indonesia_streetlight_lantern_14173.jpg,6.973272222222223,107.63121666666666,Con Son,Viet Nam
SouthEastAsia/Indonesia/Indonesia_streetlight_lantern_14174.jpg,6.973122222222222,107.63054722222222,Con Son,Viet Nam
SouthEastAsia/Indonesia/Indonesia_streetlight_lantern_14175.jpg,6.972413888888889,107.62974444444444,Con Son,Viet Nam
Europe/United_Kingdom/United_Kingdom_streetlight_lantern_14176.jpg,52.43653611111111,-0.3509166666666667,Sawtry,United Kingdom
EastAsia/Japan/Japan_streetlight_lantern_14177.jpg,34.596519444444446,133.82028333333332,Kurashiki,Japan
EastAsia/Japan/Japan_streetlight_lantern_14178.jpg,34.59559166666667,133.82025277777777,Kurashiki,Japan
EastAsia/Japan/Japan_streetlight_lantern_14179.jpg,34.595775,133.8196111111111,Kurashiki,Japan
WestAsia/Turkey/Turkey_streetlight_lantern_14180.jpg,39.90596388888888,41.27258333333333,Erzurum,Türkiye
WestAsia/Turkey/Turkey_streetlight_lantern_14181.jpg,39.940663888888885,32.85438055555556,Ankara,Türkiye
WestAsia/Turkey/Turkey_streetlight_lantern_14182.jpg,39.90099444444444,32.80330277777777,Ankara,Türkiye
Europe/United_Kingdom/United_Kingdom_streetlight_lantern_14183.jpg,51.33103888888889,1.4095583333333332,Ramsgate,United Kingdom
Europe/United_Kingdom/United_Kingdom_streetlight_lantern_14184.jpg,51.33130277777778,1.4096138888888887,Ramsgate,United Kingdom
Europe/United_Kingdom/United_Kingdom_streetlight_lantern_14185.jpg,51.33186666666667,1.4106999999999998,Ramsgate,United Kingdom
Europe/United_Kingdom/United_Kingdom_streetlight_lantern_14186.jpg,51.59184722222223,0.2602,Cranham,United Kingdom
Europe/United_Kingdom/United_Kingdom_streetlight_lantern_14187.jpg,51.591775000000005,0.2603166666666666,Cranham,United Kingdom
Europe/Spain/Spain_streetlight_lantern_14188.jpg,42.12921111111111,-5.934316666666667,Alcubilla de Nogales,Spain
Europe/Spain/Spain_streetlight_lantern_14189.jpg,42.12905,-5.935030555555556,Alcubilla de Nogales,Spain
Europe/Spain/Spain_streetlight_lantern_14190.jpg,42.12808055555556,-5.934230555555556,Alcubilla de Nogales,Spain
Europe/United_Kingdom/United_Kingdom_streetlight_lantern_14191.jpg,51.58521666666667,0.0015388888888888,Walthamstow,United Kingdom
WestAsia/Turkey/Turkey_streetlight_lantern_14192.jpg,39.75756111111111,39.50493888888889,Erzincan,Türkiye
WestAsia/Turkey/Turkey_streetlight_lantern_14193.jpg,39.759388888888886,39.5009,Erzincan,Türkiye
WestAsia/Turkey/Turkey_streetlight_lantern_14194.jpg,39.759388888888886,39.5009,Erzincan,Türkiye
Africa/Nigeria/Nigeria_streetlight_lantern_14195.jpg,10.448941666666666,7.4734694444444445,Makera,Nigeria
Africa/Nigeria/Nigeria_streetlight_lantern_14196.jpg,10.45315,7.472452777777778,Makera,Nigeria
Africa/Nigeria/Nigeria_streetlight_lantern_14197.jpg,10.447711111111111,7.466366666666667,Makera,Nigeria
SouthEastAsia/Philippines/Philippines_streetlight_lantern_14198.jpg,7.446000000000001,125.81150833333334,Tagum,Philippines
Africa/South_Africa/South_Africa_streetlight_lantern_14199.jpg,33.927724999999995,18.41531388888889,Benghazi,Libya
WestAsia/Turkey/Turkey_streetlight_lantern_14200.jpg,39.8982,32.848933333333335,Ankara,Türkiye
WestAsia/Turkey/Turkey_streetlight_lantern_14201.jpg,39.89943333333333,32.848930555555555,Ankara,Türkiye
WestAsia/Turkey/Turkey_streetlight_lantern_14202.jpg,39.897625,32.85702222222223,Cankaya,Türkiye
WestAsia/Turkey/Turkey_streetlight_lantern_14203.jpg,40.22474166666667,28.908125,Cali,Türkiye
Europe/Italy/Italy_streetlight_lantern_14205.jpg,39.21614722222223,9.114091666666669,Cagliari,Italy
WestAsia/Turkey/Turkey_streetlight_lantern_14204.jpg,40.22403333333334,28.90808611111111,Cali,Türkiye
Europe/Spain/Spain_streetlight_lantern_14206.jpg,28.994316666666663,-12.509416666666668,Haria,Spain
SouthEastAsia/Philippines/Philippines_streetlight_lantern_14207.jpg,9.337102777777778,122.87342777777778,Santa Catalina,Philippines
SouthEastAsia/Philippines/Philippines_streetlight_lantern_14208.jpg,9.337305555555556,122.87438888888887,Santa Catalina,Philippines
SouthEastAsia/Philippines/Philippines_streetlight_lantern_14209.jpg,9.337247222222222,122.87430555555557,Santa Catalina,Philippines
EastAsia/Japan/Japan_streetlight_lantern_14210.jpg,43.100575,141.36827222222223,Sapporo,Japan
EastAsia/Japan/Japan_streetlight_lantern_14211.jpg,43.10078333333333,141.36862222222223,Sapporo,Japan
EastAsia/Japan/Japan_streetlight_lantern_14212.jpg,43.10049444444444,141.36766111111112,Sapporo,Japan
Americas/Argentina/Argentina_streetlight_lantern_14213.jpg,37.87753055555556,-56.47151388888889,Saint-Pierre,Saint Pierre and Miquelon
Americas/Argentina/Argentina_streetlight_lantern_14214.jpg,37.877433333333336,-56.469233333333335,Saint-Pierre,Saint Pierre and Miquelon
SouthEastAsia/Indonesia/Indonesia_streetlight_lantern_14216.jpg,7.731583333333333,113.47029444444443,Victoria,Malaysia
EastAsia/China/China_streetlight_lantern_14215.jpg,23.15016111111111,113.20545833333334,Tongde,China
SouthEastAsia/Indonesia/Indonesia_streetlight_lantern_14217.jpg,7.7311,113.471075,Victoria,Malaysia
SouthEastAsia/Indonesia/Indonesia_streetlight_lantern_14218.jpg,6.666338888888889,106.8739361111111,Con Son,Viet Nam
SouthEastAsia/Indonesia/Indonesia_streetlight_lantern_14219.jpg,6.090588888888888,106.74071111111112,Con Son,Viet Nam
SouthEastAsia/Indonesia/Indonesia_streetlight_lantern_14220.jpg,6.226258333333334,106.59077777777776,Con Son,Viet Nam
EastAsia/Japan/Japan_streetlight_lantern_14221.jpg,34.736697222222226,134.8674777777778,Kakogawacho-honmachi,Japan
EastAsia/Japan/Japan_streetlight_lantern_14222.jpg,34.736377777777776,134.86750833333335,Kakogawacho-honmachi,Japan
Europe/Italy/Italy_streetlight_lantern_14224.jpg,43.78469722222222,11.264813888888888,Florence,Italy
EastAsia/Japan/Japan_streetlight_lantern_14223.jpg,34.73655,134.86749166666667,Kakogawacho-honmachi,Japan
Europe/Italy/Italy_streetlight_lantern_14225.jpg,43.78415277777778,11.265325,Florence,Italy
